cve_ent,municipalitie,population,total_cases,cases_rate,cases_rate_last_60_days,total_deaths,deaths_rate,deaths_rate_last_60_days,pct_obesity_up20years,pct_hypertension_up20years,pct_diabetes_up20years
05006,Castaños,30568,466,1524.4700340225072,88.32766291546714,53,173.38393090813923,0.0,66.9743248291525,20.439228645669797,13.896759213367044
05007,Cuatro Cienegas,14623,787,5381.932571975654,123.09375641113316,21,143.60938247965532,6.8385420228407305,39.18425958986338,21.31975446462926,11.848895689359834
05008,Escobedo,3353,31,924.5451834178348,0.0,4,119.29615269907546,0.0,39.08451535955917,21.78522135587713,11.18439288629738
05009,Francisco I. Madero,64483,1584,2456.461392925267,37.2191120140192,115,178.34157840050867,0.0,38.32969166417936,21.61859923955648,12.494005471388638
05010,Frontera,87942,1631,1854.6314616451752,18.19380955629847,181,205.81747060562645,2.274226194537309,43.92399334731606,18.932623798572294,11.154227692378742
05011,General Cepeda,13501,79,585.1418413450856,7.406858751203615,4,29.62743500481446,0.0,43.80628625082296,23.865439419744092,12.718019138859699
05012,Guerrero,1964,23,1171.0794297352345,0.0,3,152.74949083503054,0.0,52.398183268627065,23.829114946439784,12.475184238704369
05013,Hidalgo,1888,18,953.3898305084748,0.0,0,0.0,0.0,43.41906816230864,19.22909695173355,9.690349681318773
05014,Jimenez,10994,59,536.6563580134618,0.0,10,90.95870474804438,0.0,42.31900396201722,21.363910605645568,11.378996048542273
05015,Juarez,1722,18,1045.2961672473868,0.0,3,174.21602787456445,0.0,39.985634159554685,23.115077417835046,11.426973693276514
05016,Lamadrid,1984,83,4183.467741935484,50.40322580645161,4,201.61290322580643,0.0,40.42215282005694,26.642129879767086,12.180795766888508
05017,Matamoros,119492,1451,1214.307233957085,25.10628326582533,157,131.38954909115253,0.0,40.0098221970625,22.451804410406712,12.349549253091823
05018,Monclova,251346,7282,2897.2014673000567,19.097180778687544,799,317.8884883785698,0.7957158657786477,41.139414848294976,20.43346838476848,13.735641662078685
05019,Morelos,9430,197,2089.0774125132552,0.0,14,148.46235418875926,10.604453870625662,39.44280253159052,20.49043811547393,11.300913859635084
05020,Muzquiz,75647,1754,2318.664322445041,19.828942324216424,155,204.89907068356973,1.321929488281095,31.787940188815984,21.16064195830166,14.031283074374723
05021,Nadadores,7152,118,1649.8881431767338,13.982102908277405,15,209.73154362416108,0.0,43.60863095265464,23.976286712507363,11.419589504970972
05022,Nava,33101,754,2277.8768013050963,36.25268118787952,49,148.0317815171747,0.0,43.16108458794369,18.75243799032348,9.309792573152093
05023,Ocampo,11628,144,1238.390092879257,17.19986240110079,10,85.99931200550395,0.0,44.408856931689506,20.85833015136494,11.075859880891192
05024,Parras,48694,1094,2246.6833696143262,43.12646321928779,45,92.41384975561672,2.0536411056803714,41.66851565622298,21.549636048720064,13.604596829151712
05025,Piedras Negras,177255,6703,3781.5576429437815,100.4202984401004,423,238.63924854023864,2.820794900002821,41.42093196218441,18.239837801179053,11.77207470569944
05026,Progreso,3654,30,821.0180623973728,0.0,3,82.10180623973727,0.0,40.28490707110703,22.10898377231611,11.692614606672937
05027,Ramos Arizpe,103252,780,755.4333087978926,29.055127261457404,89,86.19687754232363,0.0,43.621697850524384,20.352439601732794,9.927464961787233
05028,Sabinas,69500,2330,3352.5179856115105,54.67625899280576,157,225.8992805755396,2.8776978417266186,38.58037007838692,22.53311000883222,12.102186102690942
05029,Sacramento,2614,174,6656.4651874521805,0.0,9,344.29992348890585,0.0,44.43135119568119,22.39620869943087,10.993010959843462
05030,Saltillo,869184,14873,1711.1451660407922,52.347949340991086,1668,191.90413077093,2.416059200353435,36.566975496973036,24.499514662877647,11.824406570797379
05031,San Buenaventura,25820,349,1351.6653756777691,0.0,44,170.41053446940356,0.0,40.62304574387266,23.55294431600036,13.651902459023741
05032,San Juan de Sabinas,47315,1926,4070.590721758428,10.567473317129874,144,304.3432315333404,0.0,40.174497929868366,22.527288107263715,17.121446436694427
05033,San Pedro,117370,2249,1916.1625628354773,22.15216835647951,177,150.8051461191105,2.5560194257476354,36.80609914169371,22.88837529232639,12.190076166319313
05034,Sierra Mojada,7740,57,736.4341085271318,0.0,7,90.43927648578811,0.0,43.77083644235212,18.319686649228835,9.964883967731097
05035,Torreon,744247,17371,2334.036952785836,45.54939421992968,1518,203.9645440290656,3.627827858224488,34.864709830400585,25.600835996960516,13.822742094096531
05036,Viesca,23781,113,475.16925276481226,8.41007527017367,17,71.48563979647618,0.0,38.84268820537695,22.571084657039243,12.76014027916083
05037,Villa Union,6859,255,3717.743111240706,29.158769499927104,6,87.47630849978131,0.0,42.087908447918956,20.89206602770876,10.970049005241085
05038,Zaragoza,14203,380,2675.491093430965,0.0,19,133.77455467154826,0.0,40.61770788368379,21.16603900756559,11.81391225760781
06001,Armeria,32363,188,580.9102987980101,58.70901955937335,35,108.14819392516144,15.44974198930878,45.88729156700418,17.757632372890097,11.369585757289318
06002,Colima,169188,3480,2056.883466912547,240.5607962739674,310,183.2281249261177,4.728467740028844,45.2085156837582,21.67899655050695,12.356331448688614
06003,Comala,23902,148,619.1950464396285,62.75625470671911,30,125.5125094134382,4.183750313781274,43.184250603238,19.840963523279044,11.104305962617213
06004,Coquimatlan,22167,195,879.6860197591013,49.6233139351288,28,126.31389001669147,0.0,45.96984675081686,18.46458068240156,11.506789283452516
06005,Cuauhtemoc,32829,394,1200.1583965396449,51.783484114654726,58,176.67306344999847,0.0,44.032334713562925,24.42854144889397,11.345086523002921
06006,Ixtlahuacan,6078,119,1957.880881869036,0.0,16,263.24448831852584,0.0,38.24066908705376,20.57147277178095,11.365352422702765
06007,Manzanillo,203306,3197,1572.506468082595,74.76414862325755,363,178.54859177791113,3.443085791860545,50.97236065730396,15.91634108456257,11.712115263176472
06008,Minatitlan,9670,62,641.158221302999,20.682523267838675,8,82.7300930713547,0.0,47.30599926433053,19.518266570371775,10.336509639678948
06009,Tecoman,134631,1469,1091.1305717108244,60.16444949528712,156,115.87227310203446,2.971083925693191,42.98392391281996,14.75095471552785,10.719325537509528
